city,area,bedrooms,bathrooms,price,address
Frankfurt,160,4,3,1197707,Frankfurt Street 3930
Frankfurt,161,4,3,1254162,Frankfurt Street 3322
Berlin,187,4,3,1361066,Berlin Street 60
Stuttgart,138,3,3,1173346,Stuttgart Street 2001
Stuttgart,199,4,3,1273349,Stuttgart Street 4976
Frankfurt,73,1,1,578737,Frankfurt Street 1433
Berlin,123,3,2,872619,Berlin Street 4209
Hamburg,43,1,1,399744,Hamburg Street 4060
Frankfurt,73,1,1,649629,Frankfurt Street 928
Hamburg,93,2,1,775270,Hamburg Street 2377
Hamburg,153,3,3,1120068,Hamburg Street 2169
Munich,30,1,1,326933,Munich Street 1782
Hamburg,194,4,3,1511271,Hamburg Street 3794
Cologne,154,3,2,866853,Cologne Street 2915
Berlin,187,4,4,1556659,Berlin Street 2692
Hamburg,120,3,2,984597,Hamburg Street 43
Hamburg,77,1,1,505275,Hamburg Street 2905
Berlin,55,1,1,323216,Berlin Street 4031
Munich,51,1,1,459213,Munich Street 3365
Berlin,154,3,2,1093729,Berlin Street 1275
Stuttgart,94,2,1,732818,Stuttgart Street 3856
Frankfurt,125,3,3,1035705,Frankfurt Street 2986
Frankfurt,76,1,1,794346,Frankfurt Street 891
Frankfurt,198,4,4,1875378,Frankfurt Street 1326
Munich,120,3,3,1058889,Munich Street 48
Hamburg,80,2,1,684438,Hamburg Street 1553
Hamburg,40,1,1,228526,Hamburg Street 3233
Frankfurt,114,2,1,959967,Frankfurt Street 1314
Stuttgart,80,2,2,817116,Stuttgart Street 2178
Berlin,137,3,3,851666,Berlin Street 4507
Frankfurt,62,1,1,401616,Frankfurt Street 3276
Cologne,129,3,2,762797,Cologne Street 899
Berlin,35,1,1,177921,Berlin Street 1275
Hamburg,158,3,2,959050,Hamburg Street 1938
Berlin,117,2,2,704145,Berlin Street 4892
Stuttgart,32,1,1,172532,Stuttgart Street 3934
Hamburg,102,2,2,736694,Hamburg Street 677
Frankfurt,93,2,1,856302,Frankfurt Street 4189
Munich,93,2,2,646983,Munich Street 943
Hamburg,93,2,2,873062,Hamburg Street 1626
Frankfurt,56,1,1,481422,Frankfurt Street 1546
Cologne,191,4,3,1566503,Cologne Street 1880
Berlin,63,1,1,355623,Berlin Street 315
Hamburg,79,1,1,666010,Hamburg Street 3493
Berlin,187,4,3,950050,Berlin Street 745
Berlin,127,3,3,972479,Berlin Street 4301
Hamburg,192,4,3,1429910,Hamburg Street 1817
Hamburg,139,3,3,1111538,Hamburg Street 503
Cologne,139,3,2,722965,Cologne Street 2493
Berlin,98,2,2,522968,Berlin Street 2299
Hamburg,137,3,2,1104221,Hamburg Street 2621
Berlin,76,1,1,400303,Berlin Street 5
Berlin,199,4,4,1413331,Berlin Street 1737
Hamburg,150,3,3,784698,Hamburg Street 4969
Berlin,140,3,2,1064367,Berlin Street 2067
Frankfurt,123,3,3,722903,Frankfurt Street 2494
Berlin,54,1,1,389771,Berlin Street 4521
Munich,114,2,2,1090247,Munich Street 2961
Stuttgart,180,4,4,1161871,Stuttgart Street 1952
Stuttgart,100,2,1,837303,Stuttgart Street 4787
Frankfurt,52,1,1,426727,Frankfurt Street 1069
Stuttgart,184,4,3,1231279,Stuttgart Street 337
Cologne,197,4,3,1069388,Cologne Street 1581
Stuttgart,144,3,2,656072,Stuttgart Street 614
Cologne,188,4,4,1367798,Cologne Street 2470
Stuttgart,151,3,2,778072,Stuttgart Street 4371
Stuttgart,69,1,1,527368,Stuttgart Street 1048
Munich,137,3,3,1103142,Munich Street 4591
Hamburg,123,3,3,1005889,Hamburg Street 962
Frankfurt,47,1,1,344454,Frankfurt Street 3433
Cologne,158,3,2,1003608,Cologne Street 1368
Cologne,100,2,1,779534,Cologne Street 2373
Berlin,174,4,3,1206790,Berlin Street 1559
Stuttgart,131,3,3,1044624,Stuttgart Street 4362
Cologne,49,1,1,364471,Cologne Street 3587
Cologne,128,3,3,603087,Cologne Street 3284
Cologne,99,2,1,775094,Cologne Street 1508
Berlin,70,1,1,510734,Berlin Street 4851
Stuttgart,32,1,1,191199,Stuttgart Street 4128
Stuttgart,164,4,4,1169956,Stuttgart Street 2486
Munich,105,2,2,885483,Munich Street 4524
Berlin,73,1,1,461736,Berlin Street 374
Cologne,90,2,2,652864,Cologne Street 321
Stuttgart,67,1,1,646352,Stuttgart Street 1090
Hamburg,43,1,1,376582,Hamburg Street 1721
Cologne,59,1,1,295907,Cologne Street 2847
Stuttgart,184,4,4,1551691,Stuttgart Street 2659
Berlin,170,4,4,1398694,Berlin Street 1095
Frankfurt,186,4,4,1563036,Frankfurt Street 2660
Berlin,190,4,3,1504472,Berlin Street 2913
Munich,101,2,1,1204006,Munich Street 2098
Berlin,167,4,3,1307747,Berlin Street 3130
Stuttgart,95,2,1,748026,Stuttgart Street 3623
Munich,113,2,2,1161261,Munich Street 1671
Cologne,191,4,4,1336436,Cologne Street 1276
Frankfurt,89,2,2,697518,Frankfurt Street 3020
Munich,152,3,2,1201194,Munich Street 4063
Munich,147,3,2,1640196,Munich Street 1443
Munich,175,4,4,1244017,Munich Street 1478
Stuttgart,102,2,1,999452,Stuttgart Street 2541
Munich,75,1,1,701232,Munich Street 4980
Munich,47,1,1,287695,Munich Street 591
Frankfurt,92,2,2,770365,Frankfurt Street 3298
Berlin,164,4,3,618274,Berlin Street 97
Cologne,55,1,1,420787,Cologne Street 3146
Berlin,58,1,1,443746,Berlin Street 359
Munich,93,2,1,696848,Munich Street 2193
Munich,190,4,3,1654905,Munich Street 77
Berlin,168,4,4,1518787,Berlin Street 697
Munich,65,1,1,496614,Munich Street 4611
Frankfurt,71,1,1,436515,Frankfurt Street 2718
Frankfurt,69,1,1,697686,Frankfurt Street 458
Cologne,98,2,1,927973,Cologne Street 174
Berlin,56,1,1,364269,Berlin Street 841
Cologne,136,3,2,1111880,Cologne Street 10
Munich,36,1,1,388098,Munich Street 3500
Frankfurt,67,1,1,444995,Frankfurt Street 2350
Munich,128,3,2,982397,Munich Street 4029
Munich,58,1,1,614364,Munich Street 834
Hamburg,121,3,2,1164796,Hamburg Street 2734
Berlin,122,3,2,882272,Berlin Street 356
Cologne,68,1,1,381034,Cologne Street 3512
Cologne,115,2,1,1092776,Cologne Street 3484
Munich,200,5,5,1519469,Munich Street 2352
Hamburg,56,1,1,376174,Hamburg Street 4090
Stuttgart,124,3,3,993674,Stuttgart Street 626
Berlin,68,1,1,579387,Berlin Street 2624
Munich,129,3,3,1283776,Munich Street 3920
Berlin,58,1,1,408280,Berlin Street 2282
Munich,53,1,1,492242,Munich Street 1045
Munich,128,3,3,1097468,Munich Street 2616
Frankfurt,138,3,3,1196556,Frankfurt Street 3392
Cologne,192,4,4,645081,Cologne Street 1133
Stuttgart,92,2,2,649068,Stuttgart Street 3430
Cologne,157,3,3,1119127,Cologne Street 4363
Cologne,88,2,2,460646,Cologne Street 685
Cologne,137,3,2,1003579,Cologne Street 715
Munich,122,3,2,994592,Munich Street 1666
Berlin,122,3,3,1071418,Berlin Street 1095
Berlin,45,1,1,384521,Berlin Street 2957
Munich,105,2,2,809353,Munich Street 1181
Cologne,137,3,2,903495,Cologne Street 1727
Munich,44,1,1,368468,Munich Street 961
Stuttgart,66,1,1,450285,Stuttgart Street 216
Stuttgart,138,3,3,1075370,Stuttgart Street 444
Stuttgart,57,1,1,362666,Stuttgart Street 3907
Cologne,70,1,1,368365,Cologne Street 1204
Hamburg,66,1,1,534382,Hamburg Street 2008
Berlin,33,1,1,241506,Berlin Street 1227
Munich,150,3,2,1069899,Munich Street 4321
Stuttgart,106,2,2,937361,Stuttgart Street 3372
Stuttgart,116,2,2,760105,Stuttgart Street 109
Hamburg,58,1,1,438744,Hamburg Street 492
Stuttgart,38,1,1,331759,Stuttgart Street 4123
Munich,32,1,1,270171,Munich Street 3471
Stuttgart,146,3,3,1194588,Stuttgart Street 4687
Cologne,108,2,1,658546,Cologne Street 3471
Munich,99,2,1,808434,Munich Street 4273
Frankfurt,62,1,1,463689,Frankfurt Street 3281
Cologne,44,1,1,254524,Cologne Street 3214
Munich,173,4,3,1418510,Munich Street 3838
Frankfurt,110,2,2,592257,Frankfurt Street 3117
Munich,43,1,1,329596,Munich Street 3476
Munich,99,2,1,793555,Munich Street 856
Berlin,122,3,3,752369,Berlin Street 230
Munich,102,2,1,825124,Munich Street 4437
Berlin,46,1,1,295306,Berlin Street 4892
Berlin,109,2,1,776436,Berlin Street 4520
Munich,193,4,3,1927429,Munich Street 1969
Hamburg,51,1,1,319481,Hamburg Street 4619
Frankfurt,41,1,1,242843,Frankfurt Street 2578
Berlin,109,2,1,560842,Berlin Street 2922
Hamburg,131,3,2,851294,Hamburg Street 2577
Frankfurt,121,3,2,877371,Frankfurt Street 798
Hamburg,134,3,2,816221,Hamburg Street 4114
Munich,36,1,1,226677,Munich Street 3908
Cologne,39,1,1,241007,Cologne Street 1321
Munich,148,3,2,1303646,Munich Street 765
Stuttgart,89,2,1,746936,Stuttgart Street 1154
Stuttgart,71,1,1,473134,Stuttgart Street 3666
Munich,116,2,2,904556,Munich Street 2952
Cologne,140,3,2,775556,Cologne Street 3176
Munich,83,2,1,701063,Munich Street 1249
Cologne,190,4,4,1072766,Cologne Street 798
Berlin,66,1,1,478174,Berlin Street 4483
Berlin,157,3,2,656004,Berlin Street 3726
Hamburg,73,1,1,487795,Hamburg Street 1323
Berlin,101,2,2,696035,Berlin Street 2895
Berlin,48,1,1,323471,Berlin Street 3775
Hamburg,151,3,3,1672773,Hamburg Street 3622
Stuttgart,65,1,1,521605,Stuttgart Street 4660
Frankfurt,40,1,1,249346,Frankfurt Street 2349
Frankfurt,134,3,2,1025244,Frankfurt Street 3612
Hamburg,161,4,4,747395,Hamburg Street 3062
Berlin,135,3,3,863354,Berlin Street 2154
Stuttgart,40,1,1,250016,Stuttgart Street 2006
Stuttgart,173,4,3,1535043,Stuttgart Street 1267
Berlin,104,2,2,601702,Berlin Street 1297
Cologne,132,3,2,876638,Cologne Street 1828
Frankfurt,148,3,2,1007662,Frankfurt Street 2859
Frankfurt,149,3,3,1566378,Frankfurt Street 894
Berlin,76,1,1,462261,Berlin Street 3252
Frankfurt,81,2,2,863361,Frankfurt Street 2693
Berlin,111,2,2,838982,Berlin Street 4951
Frankfurt,84,2,2,718370,Frankfurt Street 937
Hamburg,146,3,2,1128722,Hamburg Street 4466
Munich,150,3,2,1375418,Munich Street 1749
Hamburg,175,4,3,774226,Hamburg Street 4925
Frankfurt,45,1,1,331422,Frankfurt Street 3524
Frankfurt,84,2,1,765949,Frankfurt Street 1733
Berlin,138,3,3,888227,Berlin Street 2065
Stuttgart,75,1,1,404416,Stuttgart Street 1162
Berlin,100,2,2,643187,Berlin Street 670
Hamburg,145,3,3,1399817,Hamburg Street 4299
Munich,96,2,1,1019492,Munich Street 441
Berlin,139,3,3,892295,Berlin Street 2433
Munich,80,2,2,809397,Munich Street 3434
Frankfurt,151,3,2,1091465,Frankfurt Street 3579
Hamburg,176,4,4,835370,Hamburg Street 82
Cologne,182,4,3,1008776,Cologne Street 638
Stuttgart,200,5,4,1968866,Stuttgart Street 2653
Stuttgart,111,2,1,786880,Stuttgart Street 1233
Frankfurt,67,1,1,497161,Frankfurt Street 2593
Berlin,134,3,3,818768,Berlin Street 4266
Stuttgart,30,1,1,310686,Stuttgart Street 1030
Stuttgart,145,3,2,1441146,Stuttgart Street 299
Munich,78,1,1,957210,Munich Street 4474
Munich,183,4,4,1506021,Munich Street 1771
Hamburg,83,2,1,632933,Hamburg Street 4726
Berlin,124,3,3,561517,Berlin Street 133
Hamburg,108,2,1,1007292,Hamburg Street 4089
Stuttgart,146,3,3,839256,Stuttgart Street 3362
Hamburg,120,3,3,901458,Hamburg Street 4286
Hamburg,59,1,1,331573,Hamburg Street 3759
Frankfurt,125,3,2,860170,Frankfurt Street 4529
Cologne,71,1,1,401953,Cologne Street 3126
Hamburg,198,4,4,1252282,Hamburg Street 2321
Stuttgart,188,4,3,1257967,Stuttgart Street 718
Berlin,52,1,1,300937,Berlin Street 3370
Berlin,157,3,2,1190583,Berlin Street 3639
Cologne,178,4,3,942934,Cologne Street 2375
Frankfurt,84,2,1,684099,Frankfurt Street 3725
Cologne,127,3,2,1073965,Cologne Street 1603
Frankfurt,61,1,1,426964,Frankfurt Street 3801
Frankfurt,195,4,4,1302609,Frankfurt Street 63
Hamburg,87,2,2,597519,Hamburg Street 2193
Stuttgart,97,2,2,899150,Stuttgart Street 3398
Stuttgart,91,2,1,708995,Stuttgart Street 3397
Berlin,33,1,1,191710,Berlin Street 1257
Hamburg,162,4,4,1279278,Hamburg Street 2746
Munich,176,4,4,1166194,Munich Street 1982
Cologne,130,3,2,1004464,Cologne Street 3223
Berlin,177,4,4,1244520,Berlin Street 1056
Stuttgart,129,3,2,907939,Stuttgart Street 3303
Hamburg,162,4,3,970774,Hamburg Street 3584
Munich,55,1,1,384595,Munich Street 4131
Berlin,191,4,4,1374295,Berlin Street 2132
Cologne,70,1,1,592998,Cologne Street 1670
Berlin,53,1,1,300589,Berlin Street 3584
Berlin,190,4,3,1348221,Berlin Street 228
Cologne,169,4,3,669517,Cologne Street 4685
Frankfurt,36,1,1,247967,Frankfurt Street 3717
Stuttgart,191,4,4,1423601,Stuttgart Street 1529
Munich,197,4,3,1369847,Munich Street 2433
Munich,167,4,3,1153625,Munich Street 3098
Hamburg,198,4,3,1235202,Hamburg Street 2253
Berlin,66,1,1,454070,Berlin Street 4747
Berlin,58,1,1,362875,Berlin Street 4882
Berlin,57,1,1,204647,Berlin Street 2314
Hamburg,76,1,1,315110,Hamburg Street 634
Frankfurt,122,3,2,836101,Frankfurt Street 3202
Berlin,155,3,2,1099723,Berlin Street 3390
Berlin,154,3,2,450949,Berlin Street 1723
Stuttgart,137,3,3,924805,Stuttgart Street 2569
Stuttgart,145,3,2,973041,Stuttgart Street 1473
Hamburg,32,1,1,294374,Hamburg Street 4648
Stuttgart,185,4,3,1280656,Stuttgart Street 961
Hamburg,118,2,2,914677,Hamburg Street 4916
Cologne,31,1,1,216755,Cologne Street 4275
Stuttgart,95,2,1,408894,Stuttgart Street 1580
Cologne,37,1,1,290256,Cologne Street 4244
Cologne,69,1,1,489412,Cologne Street 2990
Berlin,85,2,1,608663,Berlin Street 2684
Munich,86,2,1,1305015,Munich Street 1037
Hamburg,100,2,2,419887,Hamburg Street 1633
Berlin,119,2,2,1040310,Berlin Street 3827
Stuttgart,156,3,3,1102737,Stuttgart Street 4200
Frankfurt,79,1,1,651610,Frankfurt Street 1417
Munich,101,2,2,850685,Munich Street 843
Cologne,180,4,4,1120146,Cologne Street 1358
Munich,154,3,3,1159817,Munich Street 3655
Frankfurt,182,4,4,1513154,Frankfurt Street 2612
Cologne,57,1,1,269988,Cologne Street 3517
Munich,175,4,4,1710797,Munich Street 3064
Stuttgart,46,1,1,316282,Stuttgart Street 1371
Berlin,160,4,4,804945,Berlin Street 4808
Frankfurt,105,2,2,745287,Frankfurt Street 3263
Berlin,59,1,1,479923,Berlin Street 2644
Frankfurt,77,1,1,536295,Frankfurt Street 2010
Berlin,85,2,2,592109,Berlin Street 3048
Munich,110,2,1,798311,Munich Street 79
Hamburg,32,1,1,265325,Hamburg Street 1752
Frankfurt,175,4,4,1552143,Frankfurt Street 1906
Cologne,46,1,1,428448,Cologne Street 2324
Cologne,84,2,1,551143,Cologne Street 844
Cologne,101,2,1,778646,Cologne Street 4702
Stuttgart,137,3,3,1047652,Stuttgart Street 2604
Hamburg,80,2,1,725284,Hamburg Street 407
Frankfurt,157,3,2,1048543,Frankfurt Street 2249
Frankfurt,60,1,1,537732,Frankfurt Street 3710
Munich,183,4,4,1494929,Munich Street 4843
Frankfurt,90,2,1,692987,Frankfurt Street 2336
Berlin,194,4,3,1284139,Berlin Street 3783
Hamburg,63,1,1,476483,Hamburg Street 304
Cologne,165,4,3,1095918,Cologne Street 2764
Stuttgart,34,1,1,265950,Stuttgart Street 3850
Berlin,136,3,3,1163011,Berlin Street 2251
Hamburg,118,2,2,1017047,Hamburg Street 654
Cologne,110,2,2,878025,Cologne Street 386
Frankfurt,106,2,2,751471,Frankfurt Street 4042
Stuttgart,61,1,1,376134,Stuttgart Street 842
Berlin,87,2,1,673544,Berlin Street 86
Munich,56,1,1,559399,Munich Street 3570
Munich,73,1,1,803258,Munich Street 1566
Stuttgart,124,3,2,817659,Stuttgart Street 431
Hamburg,41,1,1,281647,Hamburg Street 394
Hamburg,49,1,1,237117,Hamburg Street 2698
Stuttgart,186,4,4,1285500,Stuttgart Street 2212
Stuttgart,73,1,1,656624,Stuttgart Street 4780
Frankfurt,60,1,1,424336,Frankfurt Street 2616
Munich,179,4,4,1716398,Munich Street 3661
Stuttgart,61,1,1,440068,Stuttgart Street 4735
Frankfurt,199,4,4,1652800,Frankfurt Street 2299
Hamburg,153,3,2,848740,Hamburg Street 753
Hamburg,105,2,1,768883,Hamburg Street 2892
Cologne,92,2,1,251349,Cologne Street 640
Berlin,156,3,2,976097,Berlin Street 1741
Berlin,85,2,2,372332,Berlin Street 3155
Munich,154,3,2,1624729,Munich Street 2789
Munich,181,4,4,1777708,Munich Street 2555
Stuttgart,146,3,2,1197200,Stuttgart Street 4133
Berlin,63,1,1,534070,Berlin Street 2979
Frankfurt,145,3,2,916355,Frankfurt Street 3279
Munich,47,1,1,539114,Munich Street 3466
Munich,108,2,1,1089150,Munich Street 1207
Frankfurt,57,1,1,423565,Frankfurt Street 1971
Berlin,147,3,2,1172517,Berlin Street 2186
Berlin,151,3,3,764334,Berlin Street 2884
Hamburg,60,1,1,360761,Hamburg Street 2904
Frankfurt,84,2,1,575450,Frankfurt Street 3252
Cologne,140,3,3,851282,Cologne Street 436
Frankfurt,99,2,2,609025,Frankfurt Street 802
Berlin,196,4,4,1585641,Berlin Street 3462
Munich,105,2,1,846294,Munich Street 3299
Munich,182,4,4,1656065,Munich Street 4339
Cologne,156,3,3,939794,Cologne Street 895
Stuttgart,42,1,1,200301,Stuttgart Street 910
Munich,59,1,1,528586,Munich Street 293
Cologne,98,2,1,411534,Cologne Street 540
Cologne,55,1,1,368866,Cologne Street 1856
Cologne,133,3,3,656899,Cologne Street 3219
Berlin,86,2,2,781177,Berlin Street 4057
Munich,73,1,1,733600,Munich Street 2848
Stuttgart,103,2,2,788838,Stuttgart Street 26
Berlin,77,1,1,626997,Berlin Street 2502
Stuttgart,91,2,1,566977,Stuttgart Street 2582
Stuttgart,47,1,1,390815,Stuttgart Street 1535
Hamburg,146,3,2,1093208,Hamburg Street 105
Stuttgart,151,3,3,1192300,Stuttgart Street 2737
Berlin,75,1,1,611554,Berlin Street 631
Munich,32,1,1,311847,Munich Street 3882
Cologne,30,1,1,215779,Cologne Street 2028
Frankfurt,58,1,1,302665,Frankfurt Street 143
Cologne,104,2,1,571411,Cologne Street 4304
Cologne,72,1,1,477584,Cologne Street 770
Berlin,107,2,2,708488,Berlin Street 3708
Frankfurt,119,2,2,718388,Frankfurt Street 3986
Hamburg,123,3,3,1312756,Hamburg Street 112
Hamburg,107,2,2,1004045,Hamburg Street 4243
Stuttgart,182,4,4,1529378,Stuttgart Street 924
Hamburg,162,4,3,1183204,Hamburg Street 1212
Frankfurt,86,2,1,642330,Frankfurt Street 2927
Frankfurt,37,1,1,233655,Frankfurt Street 4732
Stuttgart,140,3,3,1066270,Stuttgart Street 1691
Stuttgart,52,1,1,410104,Stuttgart Street 3095
Stuttgart,57,1,1,321329,Stuttgart Street 4464
Frankfurt,164,4,3,1364695,Frankfurt Street 2174
Stuttgart,119,2,2,864786,Stuttgart Street 3204
Cologne,136,3,3,571931,Cologne Street 2534
Munich,40,1,1,281493,Munich Street 1008
Frankfurt,146,3,3,1044597,Frankfurt Street 2363
Berlin,32,1,1,286527,Berlin Street 1206
Frankfurt,68,1,1,589439,Frankfurt Street 4573
Stuttgart,71,1,1,390271,Stuttgart Street 3989
Hamburg,46,1,1,363395,Hamburg Street 128
Frankfurt,40,1,1,215448,Frankfurt Street 2319
Cologne,61,1,1,504620,Cologne Street 4001
Hamburg,31,1,1,202168,Hamburg Street 2886
Stuttgart,30,1,1,220786,Stuttgart Street 2060
Munich,119,2,2,1279708,Munich Street 4113
Stuttgart,173,4,3,963481,Stuttgart Street 705
Stuttgart,99,2,1,535027,Stuttgart Street 1612
Frankfurt,179,4,3,1233235,Frankfurt Street 2383
Munich,38,1,1,390079,Munich Street 2906
Munich,193,4,4,1142002,Munich Street 3462
Frankfurt,55,1,1,186001,Frankfurt Street 2475
Cologne,109,2,1,674320,Cologne Street 4620
Frankfurt,112,2,1,970000,Frankfurt Street 1635
Hamburg,64,1,1,571416,Hamburg Street 4541
Munich,107,2,2,825250,Munich Street 702
Hamburg,175,4,4,1156320,Hamburg Street 4472
Munich,126,3,3,1318165,Munich Street 787
Munich,164,4,4,872716,Munich Street 2567
Cologne,121,3,3,758865,Cologne Street 2902
Frankfurt,149,3,3,1206462,Frankfurt Street 3361
Frankfurt,37,1,1,314528,Frankfurt Street 3449
Berlin,65,1,1,379421,Berlin Street 1988
Cologne,161,4,4,1102341,Cologne Street 1043
Cologne,169,4,4,577282,Cologne Street 439
Frankfurt,62,1,1,419934,Frankfurt Street 49
Frankfurt,162,4,4,1378210,Frankfurt Street 446
Berlin,44,1,1,229812,Berlin Street 877
Hamburg,182,4,3,1325858,Hamburg Street 2381
Cologne,153,3,3,1133385,Cologne Street 499
Berlin,179,4,3,1083788,Berlin Street 1680
Cologne,66,1,1,464100,Cologne Street 1118
Munich,193,4,3,1324627,Munich Street 2465
Stuttgart,109,2,1,783719,Stuttgart Street 3973
Cologne,81,2,1,618021,Cologne Street 551
Berlin,69,1,1,462580,Berlin Street 4259
Berlin,93,2,1,533588,Berlin Street 849
Frankfurt,36,1,1,293391,Frankfurt Street 3201
Berlin,61,1,1,453168,Berlin Street 3315
Frankfurt,77,1,1,354361,Frankfurt Street 4479
Hamburg,186,4,4,1649646,Hamburg Street 1010
Frankfurt,67,1,1,487454,Frankfurt Street 1514
Munich,198,4,3,1826219,Munich Street 1399
Cologne,169,4,3,1424375,Cologne Street 3901
Frankfurt,104,2,2,588659,Frankfurt Street 820
Cologne,156,3,3,910284,Cologne Street 2255
Frankfurt,128,3,2,940782,Frankfurt Street 3801
Frankfurt,138,3,2,907673,Frankfurt Street 230
Hamburg,147,3,2,1425651,Hamburg Street 4623
Frankfurt,32,1,1,206829,Frankfurt Street 280
Stuttgart,196,4,4,1306669,Stuttgart Street 350
Hamburg,65,1,1,487130,Hamburg Street 3755
Hamburg,32,1,1,175004,Hamburg Street 2931
Cologne,158,3,2,989376,Cologne Street 2858
Stuttgart,164,4,4,1308093,Stuttgart Street 4203
Berlin,74,1,1,448978,Berlin Street 2883
Stuttgart,174,4,4,1280626,Stuttgart Street 3765
Stuttgart,65,1,1,435890,Stuttgart Street 2482
Frankfurt,47,1,1,255559,Frankfurt Street 3085
Frankfurt,185,4,3,1535811,Frankfurt Street 4719
Stuttgart,159,3,3,1611051,Stuttgart Street 1061
Stuttgart,112,2,2,843091,Stuttgart Street 4789
Cologne,133,3,2,945145,Cologne Street 369
Berlin,70,1,1,518037,Berlin Street 791
Stuttgart,57,1,1,318972,Stuttgart Street 3903
Hamburg,89,2,1,858994,Hamburg Street 864
Munich,128,3,3,1132026,Munich Street 528
Berlin,186,4,4,1603582,Berlin Street 938
Berlin,48,1,1,266258,Berlin Street 3067
Cologne,191,4,3,1771059,Cologne Street 1426
Hamburg,57,1,1,474024,Hamburg Street 3094
Munich,193,4,3,1821952,Munich Street 1604
Hamburg,155,3,3,1168234,Hamburg Street 2344
Munich,81,2,1,654277,Munich Street 3556
Cologne,79,1,1,666185,Cologne Street 4769
Berlin,191,4,3,1276351,Berlin Street 1668
Berlin,65,1,1,256282,Berlin Street 2946
Frankfurt,175,4,3,1060008,Frankfurt Street 2792
Munich,194,4,4,1587708,Munich Street 1558
Munich,176,4,4,1588751,Munich Street 4103
Hamburg,121,3,2,861340,Hamburg Street 551
Frankfurt,139,3,3,1348521,Frankfurt Street 581
Cologne,50,1,1,207325,Cologne Street 4238
Hamburg,55,1,1,407372,Hamburg Street 4086
Munich,43,1,1,232605,Munich Street 185
Munich,104,2,2,1018317,Munich Street 3199
Stuttgart,121,3,2,890355,Stuttgart Street 1294
Hamburg,49,1,1,382407,Hamburg Street 4242
Cologne,158,3,3,888768,Cologne Street 3271
Cologne,44,1,1,375763,Cologne Street 4775
Frankfurt,97,2,1,914233,Frankfurt Street 265
Hamburg,137,3,3,1101521,Hamburg Street 1643
Hamburg,45,1,1,315607,Hamburg Street 1674
Cologne,114,2,1,865101,Cologne Street 1931
Frankfurt,48,1,1,321467,Frankfurt Street 2834
Berlin,136,3,2,1035262,Berlin Street 4518
Frankfurt,63,1,1,653510,Frankfurt Street 342
Berlin,39,1,1,307779,Berlin Street 4159
Munich,196,4,4,1422896,Munich Street 3535
Frankfurt,107,2,1,894927,Frankfurt Street 176
Berlin,36,1,1,173480,Berlin Street 4377
Cologne,127,3,2,962463,Cologne Street 4527
Frankfurt,43,1,1,365626,Frankfurt Street 3091
Stuttgart,62,1,1,291107,Stuttgart Street 3497
Cologne,65,1,1,339298,Cologne Street 3588
Berlin,187,4,4,1146668,Berlin Street 2882
Munich,117,2,2,934658,Munich Street 475
Munich,89,2,1,573506,Munich Street 4822
Berlin,88,2,2,616499,Berlin Street 4393
Cologne,41,1,1,292822,Cologne Street 2048
Berlin,49,1,1,306125,Berlin Street 1039
Frankfurt,76,1,1,503193,Frankfurt Street 359
Hamburg,119,2,1,1036506,Hamburg Street 2396
Munich,185,4,4,2093125,Munich Street 3922
Stuttgart,61,1,1,413254,Stuttgart Street 626
Hamburg,169,4,3,1067823,Hamburg Street 4055
Stuttgart,121,3,2,996654,Stuttgart Street 3634
Stuttgart,107,2,2,745036,Stuttgart Street 4518
Hamburg,197,4,3,1378855,Hamburg Street 4316
Hamburg,111,2,1,917426,Hamburg Street 443
Hamburg,135,3,3,600821,Hamburg Street 2292
Berlin,82,2,1,673531,Berlin Street 4268
Munich,108,2,1,931344,Munich Street 1006
Hamburg,66,1,1,436091,Hamburg Street 1926
Stuttgart,142,3,3,1045993,Stuttgart Street 936
Berlin,157,3,2,1012831,Berlin Street 2215
Hamburg,180,4,4,847272,Hamburg Street 2461
Berlin,45,1,1,379953,Berlin Street 4996
Frankfurt,156,3,2,1226857,Frankfurt Street 3135
Frankfurt,143,3,2,1214224,Frankfurt Street 1839
Munich,127,3,2,1284939,Munich Street 3532
Cologne,43,1,1,232682,Cologne Street 257
Cologne,119,2,1,885826,Cologne Street 4987
Hamburg,97,2,1,661015,Hamburg Street 225
Hamburg,189,4,4,1591257,Hamburg Street 3503
Stuttgart,44,1,1,189602,Stuttgart Street 4533
Frankfurt,103,2,2,787477,Frankfurt Street 3473
Cologne,175,4,4,1046528,Cologne Street 1332
Frankfurt,149,3,2,1262675,Frankfurt Street 1081
Berlin,101,2,2,718216,Berlin Street 701
Munich,168,4,4,1225902,Munich Street 2766
Cologne,131,3,2,763919,Cologne Street 2247
Hamburg,98,2,2,689982,Hamburg Street 4981
Berlin,61,1,1,325396,Berlin Street 4657
Stuttgart,112,2,2,981453,Stuttgart Street 1465
Frankfurt,148,3,2,1069157,Frankfurt Street 3604
Berlin,149,3,2,405416,Berlin Street 2939
Frankfurt,193,4,3,1392548,Frankfurt Street 3348
Berlin,178,4,3,916680,Berlin Street 2265
Cologne,171,4,4,783430,Cologne Street 525
Frankfurt,76,1,1,446090,Frankfurt Street 2263
Hamburg,156,3,2,1147777,Hamburg Street 1864
Stuttgart,74,1,1,702479,Stuttgart Street 407
Munich,59,1,1,532912,Munich Street 1510
Stuttgart,159,3,3,1047848,Stuttgart Street 4751
